student_id,cohort_year,program,semester,attendance_rate,assignment_score,quiz_average,midterm_score,final_exam_score,lms_logins,study_hours_per_week,internet_access,part_time_work_hours,commute_minutes,ai_tool_usage_frequency,previous_gpa,final_grade,passed,submission_delay_days,missing_reason_flag
S101520,2022,Economics,3,75.92,72.04,70.23,86.68,99.95,86,9.18,unstable,12.01,26.24,rarely,2.94,75.97,1,0.0,self_report_missing
S101521,2023,Public Health,5,90.22,91.29,84.54,100.0,100.0,31,15.35,stable,4.09,66.87,often,3.14,89.69,1,0.0,none
S101522,2024,Education,7,82.04,75.58,75.12,95.45,96.96,57,11.83,stable,0.01,37.58,sometimes,2.6,84.68,1,0.0,none
S101523,2023,Psychology,5,86.79,100.0,77.76,100.0,100.0,58,15.52,stable,11.67,20.75,very_often,3.87,95.37,1,1.0,none
S101524,2023,Economics,4,69.9,76.68,67.24,94.82,97.06,44,4.6,stable,7.66,2.08,sometimes,3.36,81.26,1,2.0,none
S101525,2021,Economics,8,71.71,67.1,59.07,83.67,88.87,57,9.36,unstable,15.87,4.02,often,2.19,73.59,1,2.0,self_report_missing
S101526,2022,Education,7,79.13,73.62,60.97,100.0,98.22,47,3.18,stable,1.13,25.34,often,2.2,77.38,1,1.0,none
S101527,2022,Education,5,69.94,67.58,79.08,94.86,97.85,47,9.7,stable,4.7,23.59,rarely,2.56,78.67,1,2.0,none
S101528,2021,Computer Science,2,93.01,86.12,85.53,100.0,100.0,51,7.29,stable,0.0,30.97,rarely,3.71,95.87,1,2.0,none
S101529,2022,Economics,4,94.76,93.39,83.96,100.0,100.0,67,17.77,stable,0.0,0.0,often,3.4,96.15,1,1.0,none
S101530,2022,Education,6,81.21,92.88,88.94,100.0,100.0,59,12.04,stable,22.59,33.35,rarely,3.73,98.77,1,2.0,none
S101531,2021,Education,3,85.06,86.77,78.17,100.0,100.0,59,14.6,unstable,24.59,53.5,often,3.0,86.86,1,5.0,none
S101532,2023,Economics,5,75.66,84.98,59.09,92.47,96.53,44,9.22,limited,10.65,64.21,sometimes,2.91,81.65,1,2.0,none
S101533,2023,Education,6,91.57,78.43,82.16,100.0,100.0,82,7.07,stable,4.23,0.9,sometimes,2.44,91.2,1,0.0,none
S101534,2021,Computer Science,1,100.0,67.8,77.48,100.0,100.0,55,6.64,stable,7.91,20.57,rarely,3.16,96.05,1,0.0,none
S101535,2022,Computer Science,5,71.22,76.34,54.82,100.0,88.62,61,11.91,stable,16.12,19.62,very_often,2.91,74.47,1,2.0,none
S101536,2023,Psychology,6,88.99,100.0,68.47,100.0,90.16,56,19.63,stable,6.4,37.62,often,2.89,90.64,1,2.0,self_report_missing
S101537,2023,Economics,2,100.0,92.69,94.18,100.0,100.0,59,12.92,stable,11.66,13.04,often,3.73,100.0,1,2.0,self_report_missing
S101538,2024,Education,5,70.73,66.12,58.44,91.61,88.09,53,9.52,stable,9.91,65.28,often,2.94,74.92,1,1.0,none
S101539,2022,Psychology,6,76.35,83.6,86.48,100.0,100.0,31,10.67,limited,6.02,35.78,sometimes,3.6,90.33,1,5.0,self_report_missing
S101540,2024,Public Health,1,68.48,76.89,65.07,100.0,79.29,44,11.35,limited,6.32,32.78,very_often,2.29,77.09,1,1.0,system_issue
S101541,2022,Economics,6,85.52,97.55,92.73,100.0,100.0,54,20.16,stable,12.05,63.67,sometimes,4.0,100.0,1,1.0,none
S101542,2022,Public Health,3,73.98,84.72,71.7,100.0,100.0,51,17.3,unstable,3.16,34.71,sometimes,2.83,93.59,1,1.0,none
S101543,2021,Psychology,4,81.67,81.46,80.77,100.0,100.0,42,12.12,stable,13.16,42.21,rarely,3.32,86.79,1,1.0,none
S101544,2022,Psychology,6,93.32,93.34,83.31,100.0,100.0,56,11.96,stable,6.7,21.49,sometimes,3.39,91.03,1,1.0,none
S101545,2022,Economics,1,59.27,76.67,65.96,79.59,72.75,68,12.48,limited,10.89,10.33,often,2.78,76.38,1,1.0,none
S101546,2022,Economics,1,74.97,77.46,68.31,100.0,96.96,55,12.65,stable,19.69,24.01,sometimes,3.37,85.85,1,2.0,none
S101547,2023,Public Health,4,89.45,82.7,81.2,100.0,100.0,39,9.43,stable,8.82,74.37,often,3.39,91.5,1,4.0,none
S101548,2022,Education,8,81.67,68.88,56.66,92.64,94.76,38,6.89,limited,16.44,46.39,very_often,2.68,78.39,1,3.0,none
S101549,2022,Public Health,1,69.36,91.77,77.13,100.0,90.93,53,16.64,stable,0.0,39.94,sometimes,2.68,80.8,1,1.0,none
S101550,2021,Public Health,7,84.99,88.64,76.82,95.1,,38,11.56,limited,6.71,17.43,rarely,3.02,90.88,1,2.0,self_report_missing
S101551,2022,Economics,1,94.32,91.26,82.86,100.0,100.0,62,15.45,stable,10.19,51.4,often,2.95,93.47,1,0.0,none
S101552,2022,Psychology,4,82.83,92.18,64.31,100.0,100.0,74,17.53,limited,23.46,10.56,never,3.63,95.12,1,4.0,none
S101553,2022,Economics,4,75.03,93.2,68.33,91.4,87.69,49,14.34,stable,0.0,6.79,often,3.32,88.03,1,1.0,system_issue
S101554,2022,Psychology,4,91.02,86.14,73.95,100.0,99.31,57,12.87,stable,9.33,24.94,sometimes,2.97,93.16,1,1.0,none
S101555,2023,Computer Science,1,99.44,100.0,93.12,100.0,100.0,63,24.79,stable,20.2,70.18,sometimes,3.27,100.0,1,1.0,none
S101556,2024,Economics,7,62.73,80.69,55.14,96.85,79.92,46,12.57,limited,4.5,69.16,sometimes,2.08,76.13,1,1.0,none
S101557,2022,Public Health,3,81.11,72.4,87.16,99.71,95.63,51,6.41,stable,8.51,26.88,sometimes,2.72,87.54,1,1.0,none
S101558,2023,Computer Science,7,90.73,93.64,75.29,100.0,100.0,46,9.75,limited,12.32,22.86,sometimes,3.13,91.53,1,2.0,none
S101559,2024,Economics,6,87.44,100.0,76.17,100.0,100.0,51,18.08,stable,11.29,5.47,sometimes,3.5,93.53,1,3.0,none
S101560,2024,Computer Science,5,65.05,68.37,65.18,75.33,97.61,28,4.5,stable,20.96,36.4,sometimes,3.09,73.38,1,5.0,none
S101561,2023,Economics,3,90.29,83.99,73.46,100.0,100.0,52,7.56,stable,13.14,37.92,often,3.66,95.0,1,1.0,none
S101562,2024,Public Health,6,74.0,88.84,68.75,100.0,97.88,68,15.44,stable,19.29,49.21,rarely,3.39,84.73,1,2.0,none
S101563,2024,Education,8,63.83,71.25,73.56,93.16,100.0,58,10.18,unstable,7.48,51.39,sometimes,2.78,80.4,1,3.0,system_issue
S101564,2023,Public Health,8,64.53,72.84,72.01,99.55,100.0,68,11.12,stable,4.82,31.45,rarely,2.94,79.7,1,1.0,none
S101565,2022,Computer Science,8,94.63,96.73,85.55,100.0,100.0,52,16.16,stable,8.42,45.01,sometimes,3.18,92.87,1,1.0,none
S101566,2021,Public Health,2,73.01,69.97,77.54,100.0,98.24,59,8.62,stable,1.89,22.39,rarely,2.8,79.82,1,1.0,none
S101567,2021,Economics,5,89.11,79.78,81.81,100.0,100.0,36,4.32,stable,13.38,44.67,often,3.69,93.69,1,2.0,none
S101568,2022,Computer Science,4,85.22,72.6,60.69,100.0,100.0,56,5.17,stable,7.3,25.87,rarely,2.5,84.03,1,0.0,none
S101569,2022,Psychology,8,80.67,76.55,81.4,100.0,,74,14.19,limited,5.3,43.27,often,3.14,85.34,1,3.0,none
S101570,2022,Computer Science,8,86.71,93.17,70.82,100.0,100.0,60,12.09,stable,13.49,41.81,rarely,3.33,86.28,1,0.0,none
S101571,2023,Education,7,84.95,73.89,69.37,100.0,100.0,70,8.72,stable,1.99,36.24,sometimes,2.86,94.79,1,5.0,none
S101572,2023,Psychology,2,81.37,81.35,68.93,95.35,93.49,42,5.55,stable,15.39,49.3,rarely,2.76,86.73,1,2.0,none
S101573,2024,Economics,3,75.41,74.85,70.44,100.0,95.29,50,10.25,stable,6.65,6.73,often,2.97,86.31,1,4.0,none
S101574,2021,Psychology,6,76.54,85.65,65.13,100.0,100.0,47,15.58,stable,18.11,15.83,very_often,3.37,93.05,1,2.0,none
S101575,2022,Psychology,6,79.84,71.35,63.21,84.45,97.9,50,7.66,stable,7.25,30.14,rarely,2.78,79.03,1,1.0,none
S101576,2023,Computer Science,3,78.98,72.55,67.62,95.35,100.0,53,7.86,stable,14.42,9.02,very_often,2.52,80.61,1,3.0,none
S101577,2024,Psychology,2,86.25,81.48,72.61,100.0,100.0,49,5.74,limited,11.26,27.68,sometimes,3.52,95.18,1,2.0,none
S101578,2024,Computer Science,2,90.92,89.19,85.16,100.0,100.0,47,9.13,unstable,15.21,28.26,sometimes,3.18,98.26,1,1.0,none
S101579,2024,Education,6,83.72,90.4,88.16,100.0,,49,12.66,unstable,10.77,58.57,often,3.45,96.94,1,0.0,self_report_missing
S101580,2024,Computer Science,4,72.38,100.0,71.36,100.0,100.0,65,21.52,limited,0.0,37.57,rarely,3.34,94.23,1,0.0,none
S101581,2022,Computer Science,4,65.34,88.26,77.68,100.0,100.0,50,11.62,stable,17.06,53.53,sometimes,3.98,88.35,1,2.0,none
S101582,2022,Psychology,7,73.64,78.62,86.69,100.0,100.0,40,11.01,limited,9.39,40.43,never,3.5,89.89,1,1.0,none
S101583,2022,Computer Science,1,67.04,70.04,67.89,100.0,85.07,34,14.64,stable,15.53,25.36,often,2.67,81.89,1,4.0,self_report_missing
S101584,2023,Public Health,7,75.91,86.9,72.59,97.09,96.62,49,13.95,stable,14.83,37.41,sometimes,3.21,89.99,1,3.0,none
S101585,2024,Computer Science,3,82.41,71.5,77.26,100.0,100.0,36,9.03,stable,4.59,48.13,often,2.75,80.83,1,2.0,none
S101586,2022,Psychology,8,80.76,96.63,75.71,100.0,100.0,54,22.07,stable,3.6,56.48,rarely,2.8,88.81,1,1.0,none
S101587,2023,Economics,8,93.41,87.24,81.2,100.0,90.39,49,10.72,unstable,14.59,32.62,very_often,2.36,91.95,1,0.0,none
S101588,2022,Computer Science,5,83.84,90.64,70.17,100.0,92.05,53,12.43,limited,7.88,5.34,rarely,2.87,88.63,1,0.0,none
S101589,2021,Psychology,3,100.0,88.22,79.22,100.0,100.0,50,13.16,stable,16.56,4.08,sometimes,3.25,95.44,1,0.0,none
S101590,2021,Computer Science,2,89.26,92.23,82.5,100.0,96.76,80,12.86,stable,8.75,29.12,sometimes,2.97,92.98,1,1.0,none
S101591,2021,Psychology,2,91.39,89.41,76.91,100.0,92.7,46,17.49,stable,17.16,0.0,rarely,2.51,87.63,1,2.0,none
S101592,2024,Computer Science,8,72.99,68.25,65.33,94.44,99.08,63,8.31,stable,12.96,67.31,rarely,2.31,75.6,1,1.0,none
S101593,2022,Education,2,73.05,89.72,67.43,100.0,100.0,54,14.56,limited,12.02,45.74,often,3.95,89.28,1,2.0,none
S101594,2024,Education,4,75.41,85.08,71.39,100.0,99.55,46,12.15,unstable,7.38,23.56,rarely,3.15,90.8,1,2.0,none
S101595,2023,Public Health,4,80.53,79.19,78.99,100.0,100.0,63,15.49,stable,11.63,15.03,sometimes,2.63,86.99,1,2.0,none
S101596,2021,Public Health,6,76.24,84.34,67.83,100.0,93.4,46,9.56,stable,18.35,53.51,very_often,3.21,88.2,1,0.0,none
S101597,2021,Public Health,7,78.78,93.43,85.25,96.63,100.0,43,9.65,stable,9.62,14.95,sometimes,3.99,97.97,1,4.0,none
S101598,2024,Public Health,5,88.65,97.46,81.8,100.0,100.0,76,14.2,stable,13.72,16.67,never,3.28,99.74,1,0.0,self_report_missing
S101599,2022,Economics,7,65.04,70.53,58.47,98.12,82.98,29,12.79,stable,10.32,21.21,rarely,1.75,70.72,1,1.0,none
S101600,2024,Psychology,5,72.62,83.32,87.01,100.0,100.0,46,7.44,stable,10.87,37.05,rarely,4.0,96.54,1,3.0,none
S101601,2021,Education,4,65.36,72.93,62.72,97.27,83.8,58,16.29,stable,22.06,46.17,sometimes,2.17,73.33,1,2.0,none
S101602,2023,Economics,2,78.25,81.11,71.75,100.0,99.63,71,13.82,stable,18.41,56.47,often,2.91,83.46,1,1.0,none
S101603,2024,Psychology,2,68.29,65.52,64.34,97.74,85.28,47,10.82,stable,10.56,53.81,sometimes,2.49,73.37,1,1.0,none
S101604,2022,Public Health,4,74.26,76.11,68.66,100.0,98.66,80,8.97,limited,11.5,35.01,rarely,2.67,84.28,1,2.0,system_issue
S101605,2022,Education,1,88.05,92.13,83.42,100.0,100.0,64,13.23,stable,5.09,53.37,sometimes,3.13,95.81,1,1.0,none
S101606,2024,Education,3,79.2,78.99,57.13,94.44,88.9,30,14.27,limited,8.79,22.92,sometimes,2.07,80.06,1,0.0,none
S101607,2022,Psychology,4,76.56,67.89,74.64,100.0,100.0,30,3.85,stable,12.17,2.22,sometimes,2.96,82.57,1,1.0,none
S101608,2022,Education,4,72.6,83.91,76.6,100.0,100.0,56,12.41,stable,15.95,22.92,very_often,3.52,90.58,1,3.0,none
S101609,2022,Psychology,7,74.61,87.6,74.09,87.69,85.64,42,13.72,stable,15.24,20.49,sometimes,2.62,80.13,1,2.0,none
S101610,2022,Computer Science,8,81.82,70.05,80.9,95.9,96.33,50,1.24,limited,2.24,23.62,sometimes,2.37,86.82,1,3.0,none
S101611,2023,Psychology,6,91.28,84.17,73.07,100.0,100.0,50,11.54,stable,16.84,17.73,often,2.94,90.92,1,2.0,none
S101612,2023,Economics,1,85.0,98.48,66.9,100.0,100.0,43,14.38,stable,9.38,26.7,often,2.85,91.43,1,1.0,none
S101613,2022,Public Health,4,91.98,100.0,77.99,100.0,100.0,47,14.37,stable,3.09,46.16,often,2.73,93.15,1,1.0,none
S101614,2024,Economics,6,91.34,81.68,76.62,100.0,,66,14.06,unstable,19.35,65.87,often,2.47,86.85,1,1.0,self_report_missing
S101615,2022,Computer Science,5,79.91,80.36,80.4,100.0,100.0,29,8.91,stable,20.24,3.94,sometimes,3.23,85.36,1,1.0,self_report_missing
S101616,2021,Psychology,4,99.48,90.17,75.4,100.0,96.45,62,6.37,stable,11.85,11.82,sometimes,3.27,90.09,1,0.0,none
S101617,2023,Education,4,73.65,63.28,57.8,100.0,86.93,57,2.7,limited,14.96,20.75,often,2.52,74.85,1,0.0,none
S101618,2024,Psychology,4,89.16,91.78,64.52,100.0,94.56,54,15.69,stable,15.37,48.78,often,2.58,86.73,1,1.0,none
S101619,2021,Public Health,5,89.65,87.74,68.6,99.02,100.0,41,13.58,stable,19.77,31.31,often,3.06,90.45,1,2.0,none
S101620,2022,Computer Science,2,56.71,80.09,62.65,100.0,92.76,61,16.05,limited,15.1,21.97,sometimes,2.57,80.16,1,1.0,none
S101621,2023,Psychology,5,72.32,68.79,69.86,100.0,99.96,45,8.68,stable,0.71,47.9,often,3.08,83.4,1,6.0,none
S101622,2024,Economics,2,73.08,82.68,92.51,100.0,100.0,38,13.69,stable,24.07,52.22,rarely,3.66,92.25,1,2.0,none
S101623,2021,Computer Science,6,64.07,59.04,53.08,90.98,93.22,66,3.84,stable,17.46,34.66,rarely,2.97,72.02,1,0.0,self_report_missing
S101624,2022,Computer Science,7,88.17,85.36,72.22,100.0,100.0,41,7.57,stable,6.43,20.31,sometimes,2.45,87.65,1,1.0,none
S101625,2023,Economics,5,100.0,95.24,76.5,100.0,99.14,40,12.34,unstable,2.79,39.87,rarely,3.18,94.28,1,2.0,none
S101626,2022,Public Health,4,79.16,87.46,75.62,99.66,99.4,59,13.9,stable,13.53,30.8,often,2.92,91.7,1,2.0,self_report_missing
S101627,2021,Computer Science,8,90.36,93.05,76.15,100.0,100.0,60,18.91,stable,8.05,30.66,rarely,2.93,92.07,1,3.0,self_report_missing
S101628,2021,Computer Science,6,98.56,75.41,87.49,100.0,100.0,70,9.93,stable,12.31,25.78,often,3.21,93.9,1,0.0,none
S101629,2022,Education,4,85.3,77.24,82.73,100.0,100.0,46,6.89,stable,15.2,51.65,sometimes,3.31,88.34,1,1.0,none
S101630,2022,Education,1,81.7,77.4,71.54,100.0,100.0,46,7.39,stable,6.03,39.5,rarely,3.02,89.88,1,1.0,none
S101631,2024,Public Health,1,78.64,71.52,81.81,100.0,95.16,54,8.73,stable,2.19,53.64,rarely,2.97,89.73,1,2.0,none
S101632,2023,Economics,2,88.49,94.12,93.78,100.0,100.0,65,20.98,limited,12.7,59.05,sometimes,3.93,96.07,1,0.0,none
S101633,2023,Psychology,2,93.69,88.88,93.63,100.0,100.0,60,14.9,stable,6.27,43.26,often,3.54,99.18,1,1.0,none
S101634,2024,Economics,6,85.79,92.85,80.5,100.0,100.0,61,16.12,limited,11.02,25.88,sometimes,3.38,93.91,1,1.0,none
S101635,2022,Education,5,85.89,83.38,82.34,100.0,100.0,55,10.88,stable,0.6,53.73,rarely,3.06,91.77,1,2.0,self_report_missing
S101636,2022,Computer Science,8,78.46,84.06,64.21,89.15,89.83,48,11.33,stable,8.23,43.38,sometimes,2.55,80.86,1,1.0,system_issue
S101637,2024,Education,5,63.7,97.42,68.06,98.04,100.0,63,13.95,limited,15.0,81.86,rarely,3.51,82.59,1,1.0,none
S101638,2022,Computer Science,8,87.68,85.23,90.37,100.0,100.0,48,8.58,limited,14.24,40.58,never,3.06,95.4,1,2.0,none
S101639,2023,Economics,5,67.11,73.62,59.62,100.0,93.33,60,10.33,stable,4.48,47.56,very_often,2.74,81.58,1,2.0,self_report_missing
S101640,2023,Psychology,3,87.36,88.29,70.69,100.0,100.0,67,8.82,stable,1.82,40.23,rarely,2.89,93.0,1,4.0,none
S101641,2021,Education,6,83.56,68.32,56.89,90.52,84.35,44,9.18,limited,10.11,33.22,rarely,2.57,71.97,1,1.0,none
S101642,2022,Computer Science,4,73.69,73.18,69.54,96.1,100.0,79,11.11,stable,13.93,30.34,often,3.48,85.39,1,0.0,none
S101643,2022,Education,3,77.59,74.67,66.41,100.0,100.0,41,7.28,stable,12.84,40.3,often,3.31,84.27,1,1.0,none
S101644,2021,Education,4,100.0,95.38,76.35,100.0,100.0,49,12.77,stable,6.41,44.38,sometimes,3.08,89.39,1,1.0,none
S101645,2022,Computer Science,6,80.27,85.88,76.18,100.0,98.62,60,12.31,stable,12.08,55.78,sometimes,2.98,86.79,1,0.0,none
S101646,2022,Psychology,4,67.77,64.46,70.44,100.0,89.42,55,9.55,stable,20.52,40.56,very_often,2.69,73.95,1,4.0,self_report_missing
S101647,2023,Psychology,6,84.65,68.77,58.36,88.25,84.15,51,7.36,stable,11.44,26.67,rarely,2.04,73.24,1,0.0,system_issue
S101648,2024,Psychology,8,67.25,69.01,59.8,85.68,,62,12.47,unstable,0.0,29.12,rarely,2.36,67.74,1,0.0,none
S101649,2024,Public Health,4,61.82,64.68,71.87,89.16,90.46,52,8.81,stable,11.42,11.19,often,2.67,71.42,1,1.0,none
S101650,2022,Psychology,3,83.58,87.39,82.93,100.0,97.44,75,10.27,stable,24.31,64.9,often,2.6,87.07,1,2.0,none
S101651,2022,Education,4,70.56,83.89,83.43,100.0,100.0,57,16.86,unstable,0.99,25.26,very_often,3.13,91.14,1,3.0,none
S101652,2022,Psychology,7,86.72,92.92,64.19,100.0,99.82,39,5.55,stable,10.21,52.41,sometimes,3.37,99.73,1,0.0,none
S101653,2021,Education,2,73.36,85.76,84.43,100.0,91.69,55,21.11,stable,8.42,39.98,very_often,2.94,88.06,1,1.0,none
S101654,2024,Psychology,8,92.69,93.67,95.26,100.0,100.0,59,10.82,stable,10.67,40.47,sometimes,3.63,96.51,1,1.0,none
S101655,2022,Education,4,81.85,82.3,60.34,100.0,91.99,60,12.94,stable,11.36,32.89,often,2.65,80.14,1,2.0,none
S101656,2022,Education,7,56.37,77.47,71.59,97.3,93.41,49,7.17,stable,17.98,20.82,often,2.94,81.76,1,0.0,none
S101657,2024,Psychology,7,82.95,90.29,78.42,100.0,82.78,49,16.29,unstable,10.59,17.57,rarely,2.98,82.97,1,1.0,none
S101658,2022,Public Health,7,77.3,89.0,73.79,100.0,99.41,64,9.92,limited,18.94,66.11,rarely,3.49,94.39,1,2.0,none
S101659,2021,Education,8,96.41,88.94,78.79,100.0,100.0,74,9.49,stable,9.18,37.05,sometimes,3.05,94.16,1,1.0,none
S101660,2021,Education,2,85.51,76.56,77.64,88.92,90.76,52,8.81,stable,7.55,55.25,often,3.06,83.89,1,0.0,none
S101661,2023,Public Health,5,80.6,80.21,75.51,100.0,83.75,72,10.37,limited,5.32,59.93,never,2.26,75.39,1,1.0,none
S101662,2023,Public Health,1,72.81,79.6,77.29,100.0,97.43,64,13.88,stable,0.0,27.6,often,2.6,86.7,1,1.0,none
S101663,2022,Computer Science,3,73.28,80.61,65.29,100.0,100.0,77,11.82,limited,11.93,42.62,sometimes,3.49,84.86,1,1.0,none
S101664,2024,Psychology,1,76.15,73.07,59.77,94.05,79.83,57,9.87,stable,24.38,35.81,sometimes,2.07,72.7,1,4.0,none
S101665,2024,Psychology,6,79.43,86.52,77.19,96.39,100.0,51,7.74,limited,13.21,14.17,sometimes,3.6,91.05,1,3.0,none
S101666,2024,Education,5,93.41,78.54,88.5,100.0,100.0,60,7.35,limited,14.81,31.66,very_often,3.22,88.4,1,3.0,none
S101667,2022,Education,6,78.05,72.75,50.31,98.42,79.73,46,9.36,stable,7.11,45.58,rarely,2.66,73.96,1,3.0,none
S101668,2021,Psychology,2,67.92,71.45,63.81,97.72,100.0,58,13.41,stable,8.29,26.02,sometimes,2.63,75.47,1,0.0,none
S101669,2024,Economics,3,75.63,81.16,69.63,100.0,100.0,69,13.63,limited,16.89,29.15,rarely,3.85,88.31,1,0.0,none
S101670,2022,Psychology,6,95.63,93.23,75.02,100.0,100.0,66,13.66,stable,24.06,31.88,very_often,3.64,97.7,1,1.0,none
S101671,2023,Economics,7,78.46,83.09,79.19,97.89,100.0,52,10.36,stable,20.42,73.01,often,2.95,90.07,1,3.0,self_report_missing
S101672,2023,Psychology,8,81.57,79.01,71.47,100.0,90.47,57,12.48,stable,15.64,1.99,rarely,3.06,85.08,1,3.0,none
S101673,2021,Psychology,1,90.52,90.85,57.71,100.0,100.0,62,10.42,stable,10.25,44.03,sometimes,2.71,84.56,1,1.0,self_report_missing
S101674,2023,Computer Science,4,73.45,69.99,67.03,94.77,100.0,53,3.24,stable,11.47,30.44,sometimes,3.06,80.0,1,2.0,none
S101675,2024,Public Health,1,58.35,71.02,78.66,100.0,95.26,59,10.65,stable,4.73,23.47,sometimes,2.7,77.73,1,2.0,none
S101676,2023,Psychology,7,73.51,77.71,58.28,96.28,99.04,55,10.31,stable,0.0,30.0,often,2.96,75.27,1,1.0,none
S101677,2022,Economics,1,85.35,93.18,83.43,93.08,100.0,41,7.16,limited,2.11,47.01,sometimes,3.81,95.79,1,0.0,none
S101678,2024,Psychology,7,78.75,73.23,82.56,100.0,100.0,43,8.62,stable,10.35,48.04,sometimes,2.96,81.93,1,1.0,none
S101679,2023,Education,2,63.47,72.99,64.91,86.52,80.6,57,11.97,stable,7.96,38.35,often,2.53,72.07,1,2.0,none
S101680,2023,Computer Science,1,87.69,71.74,82.34,100.0,100.0,59,6.9,stable,0.0,54.67,sometimes,2.39,80.94,1,1.0,none
S101681,2024,Education,8,79.57,73.59,67.72,89.87,99.06,58,8.02,limited,9.74,57.84,rarely,3.06,79.14,1,3.0,none
S101682,2023,Economics,4,83.27,88.76,85.53,100.0,100.0,52,18.34,stable,7.77,49.69,rarely,2.66,92.21,1,1.0,none
S101683,2022,Economics,4,83.81,72.98,80.82,100.0,100.0,46,4.64,limited,1.79,25.17,sometimes,3.11,88.32,1,4.0,self_report_missing
S101684,2021,Education,6,64.31,79.13,62.53,91.41,100.0,38,10.58,stable,7.41,43.9,sometimes,2.27,71.22,1,0.0,none
S101685,2022,Education,3,86.56,82.4,65.11,100.0,100.0,34,6.13,stable,7.75,43.99,rarely,3.31,87.31,1,0.0,none
S101686,2023,Psychology,6,85.37,80.2,62.86,100.0,100.0,52,8.16,unstable,5.68,20.32,sometimes,2.52,84.72,1,1.0,none
S101687,2023,Public Health,4,91.25,84.12,60.03,100.0,96.17,68,9.79,limited,16.49,6.75,rarely,3.02,85.14,1,2.0,none
S101688,2023,Economics,3,89.8,88.46,77.66,100.0,100.0,52,7.56,stable,0.0,0.0,often,2.85,89.81,1,1.0,none
S101689,2022,Psychology,4,91.76,91.51,88.33,100.0,100.0,78,14.58,stable,0.0,36.26,never,3.77,99.15,1,3.0,none
S101690,2023,Education,1,64.91,82.6,73.28,100.0,100.0,55,17.28,stable,10.02,40.36,sometimes,3.08,85.57,1,2.0,none
S101691,2024,Economics,3,88.03,97.95,84.02,100.0,100.0,58,14.93,stable,10.67,13.73,never,3.88,95.92,1,3.0,self_report_missing
S101692,2022,Education,5,69.71,83.38,84.23,100.0,100.0,45,15.58,limited,12.83,53.83,sometimes,3.25,89.38,1,2.0,none
S101693,2023,Economics,2,95.1,89.57,82.39,100.0,100.0,45,5.29,limited,6.23,37.74,never,3.64,96.0,1,0.0,none
S101694,2023,Computer Science,1,91.77,96.05,72.21,100.0,95.67,41,10.62,stable,3.57,59.29,sometimes,2.91,96.4,1,3.0,none
S101695,2023,Economics,6,73.19,74.7,74.89,100.0,100.0,37,13.31,stable,9.95,41.67,often,3.16,85.56,1,4.0,none
S101696,2021,Psychology,4,85.67,100.0,96.11,100.0,100.0,44,15.37,stable,6.91,15.81,rarely,3.55,99.87,1,2.0,none
S101697,2023,Education,2,86.63,92.4,86.71,100.0,100.0,61,18.22,stable,20.86,43.25,often,3.41,96.35,1,1.0,none
S101698,2024,Education,6,88.48,100.0,77.82,100.0,98.02,50,16.19,limited,7.73,47.06,sometimes,3.24,93.73,1,1.0,none
S101699,2023,Economics,7,64.81,83.27,69.58,92.99,92.44,50,15.26,stable,9.63,25.14,sometimes,2.85,78.55,1,3.0,self_report_missing
S101700,2024,Public Health,1,60.6,90.43,75.68,99.93,95.95,65,21.66,stable,27.33,9.04,sometimes,2.93,86.54,1,2.0,none
S101701,2024,Psychology,2,85.42,87.82,76.65,100.0,100.0,37,11.74,stable,8.64,36.81,sometimes,3.51,94.46,1,1.0,none
S101702,2022,Economics,3,57.61,76.62,67.36,99.26,100.0,50,9.59,unstable,13.89,16.98,often,3.61,90.48,1,2.0,none
S101703,2023,Computer Science,6,81.19,76.87,71.96,100.0,95.57,63,11.64,stable,14.52,55.18,often,2.73,86.4,1,1.0,self_report_missing
S101704,2022,Education,1,86.26,77.85,81.17,100.0,80.8,60,6.67,stable,15.12,27.67,often,2.67,85.65,1,0.0,none
S101705,2024,Education,7,90.67,81.31,79.15,100.0,100.0,60,11.34,stable,12.03,66.04,rarely,2.59,90.57,1,1.0,none
S101706,2021,Psychology,3,79.51,79.05,69.63,100.0,100.0,45,3.32,stable,11.36,0.0,often,3.37,86.03,1,0.0,none
S101707,2022,Computer Science,2,81.04,64.72,75.43,100.0,100.0,44,8.76,stable,10.7,37.43,rarely,2.58,78.54,1,4.0,none
S101708,2024,Economics,7,89.69,86.9,79.41,100.0,100.0,53,11.0,stable,5.97,60.73,sometimes,3.37,90.39,1,2.0,none
S101709,2022,Computer Science,1,72.43,94.44,77.75,100.0,97.55,74,15.29,stable,12.28,18.97,never,3.25,92.56,1,1.0,self_report_missing
S101710,2023,Public Health,2,89.84,93.23,78.3,100.0,95.97,61,15.06,stable,24.2,32.13,rarely,2.75,94.93,1,1.0,none
S101711,2022,Computer Science,8,85.81,84.4,63.69,94.48,100.0,48,6.19,limited,18.47,27.75,sometimes,3.7,92.1,1,1.0,none
S101712,2024,Public Health,5,72.55,100.0,49.36,100.0,85.32,67,20.37,stable,12.13,22.69,often,2.34,78.92,1,1.0,none
S101713,2024,Computer Science,4,87.75,87.41,83.58,100.0,100.0,55,11.39,stable,15.99,39.4,never,3.75,100.0,1,1.0,none
S101714,2022,Public Health,6,82.48,85.57,70.31,100.0,100.0,57,12.77,stable,3.92,11.68,sometimes,3.14,87.71,1,1.0,none
